,train_losses,validation_losses,accuracies,best_accuracy
0,0.46881407080142795,0.28344418898844703,0.8555777013773095,0.963913292483485
1,0.28307560635645873,0.24371036668911297,0.8777343113079483,0.963913292483485
2,0.23705918753618527,0.2066752329075413,0.8953554083303022,0.963913292483485
3,0.20176654246674783,0.18596050732329047,0.9073002847931848,0.963913292483485
4,0.17739263486085857,0.16866576573776657,0.9160704831154836,0.963913292483485
5,0.15930068868355857,0.1551068010862917,0.9245103364020506,0.963913292483485
6,0.1449498716611615,0.14421570395313923,0.9289876180381164,0.963913292483485
7,0.13392477313808057,0.13589653826940418,0.9328926427908103,0.963913292483485
8,0.12409279609339015,0.13103950830000166,0.9369062753485549,0.963913292483485
9,0.11602123377672267,0.12825003103079022,0.9390991484714001,0.963913292483485
10,0.10961174444637135,0.1296390977866946,0.9391911643798818,0.963913292483485
11,0.10348308834236863,0.1201934484816203,0.9425129770307585,0.963913292483485
12,0.09770573610356037,0.1223451156730016,0.9437799437282872,0.963913292483485
13,0.09256732394661243,0.11641329557476682,0.945471992157734,0.963913292483485
14,0.08840759939379643,0.11736575014862721,0.9469837204854541,0.963913292483485
15,0.08427473969816429,0.11410325389979518,0.94710640432772,0.963913292483485
16,0.08017874411240884,0.10978049370067632,0.9504653333773886,0.963913292483485
17,0.0770723347972474,0.10994388060278075,0.9505598750702394,0.963913292483485
18,0.07410325165665367,0.10994596320355103,0.9518059594161954,0.963913292483485
19,0.07076484880424543,0.1084335573380237,0.9523745152818538,0.963913292483485
20,0.06777486171172115,0.11595485694365235,0.950365809851179,0.963913292483485
21,0.06556203883340302,0.10383992187415611,0.9543701350814455,0.963913292483485
22,0.06285604971811155,0.11001001720590661,0.9533771629770336,0.963913292483485
23,0.06067776474011151,0.10565544105263172,0.954097628339286,0.963913292483485
24,0.05866824601683159,0.10554629989301889,0.9554864590493224,0.963913292483485
25,0.05664461441352907,0.10706488336497184,0.9549731713334708,0.963913292483485
26,0.05462756593758584,0.1050185320349661,0.9567701005519038,0.963913292483485
27,0.052717231052823985,0.10587089954815103,0.9561947331798376,0.963913292483485
28,0.05067428018727625,0.10583635266046829,0.9565333288152793,0.963913292483485
29,0.049291796676058056,0.10982960052495726,0.956002715786375,0.963913292483485
30,0.04753922568368636,0.10706113134307149,0.9568837436148673,0.963913292483485
31,0.046330605684602816,0.10476211124973349,0.9587224092303429,0.963913292483485
32,0.04459350688827385,0.1049751167515107,0.9582124188138814,0.963913292483485
33,0.04326128135288443,0.10745106417312451,0.9583222771184965,0.963913292483485
34,0.04174042063893472,0.10612076244705561,0.9586412923049066,0.963913292483485
35,0.0406487505879677,0.1077289564054746,0.9584745128263549,0.963913292483485
36,0.03949575719649192,0.11009924027875548,0.9587097840307899,0.963913292483485
37,0.03808327427353298,0.10764928413959149,0.9590809432573874,0.963913292483485
38,0.03686593543390582,0.10804275662672376,0.9587716432286916,0.963913292483485
39,0.03613359003997222,0.10653281982089861,0.9602450193724457,0.963913292483485
40,0.03496026414449571,0.11054582570020882,0.959708394888061,0.963913292483485
41,0.03416671827680377,0.10936514836521447,0.9596934107075036,0.963913292483485
42,0.03323026588012001,0.11015198941324564,0.9600965476703779,0.963913292483485
43,0.03237583675235511,0.10862350981723123,0.9604714568963661,0.963913292483485
44,0.031079888885804513,0.1119271545133468,0.9607830741288687,0.963913292483485
45,0.030644206740718657,0.1103910440677466,0.9611890145427527,0.963913292483485
46,0.029401925580011968,0.10844561791145306,0.9607023740260922,0.963913292483485
47,0.028785410731263773,0.10869949082496673,0.9610929498821548,0.963913292483485
48,0.027555996500031665,0.1126755837320878,0.9612203591195503,0.963913292483485
49,0.02717588781089397,0.11543301604044708,0.9615115501307878,0.963913292483485
50,0.026203605461691468,0.11319379918216434,0.9613766315723741,0.963913292483485
51,0.025342763245336453,0.1146823685980074,0.9618906508106613,0.963913292483485
52,0.025022948046098847,0.11348846579465628,0.9615120515203238,0.963913292483485
53,0.02427893263456111,0.11383598682775405,0.9617118889449761,0.963913292483485
54,0.023665348072419864,0.11268904876306185,0.9624212325359076,0.963913292483485
55,0.022816747287844913,0.11092046715035085,0.9622460749470141,0.963913292483485
56,0.022506508736037944,0.1164461722878679,0.9617538087641884,0.963913292483485
57,0.02180856902092021,0.11440684900004817,0.9626262642343417,0.963913292483485
58,0.020889597418256422,0.11506814458087904,0.9618875985126036,0.963913292483485
59,0.020593858109183228,0.11566347997784915,0.9627372339515716,0.963913292483485
60,0.019941748432813537,0.11853391030195458,0.9621675619263197,0.963913292483485
61,0.019620825216793904,0.11755106381094749,0.961885846701254,0.963913292483485
62,0.019068502813903855,0.11811120728980289,0.9629435468858996,0.963913292483485
63,0.01831509706091726,0.11861566930567201,0.9624401825278989,0.963913292483485
64,0.017921422057950383,0.11945572874882569,0.962934450857339,0.963913292483485
65,0.017466637024449238,0.11933332054330335,0.9631270003438421,0.963913292483485
66,0.016855702386685524,0.12040176433518618,0.9627769970883892,0.963913292483485
67,0.016726444989086993,0.12359194117956324,0.961883671524661,0.963913292483485
68,0.016322302866812254,0.12035901445023219,0.9631641049484843,0.963913292483485
69,0.015911157592158255,0.12086127599442259,0.963079868551688,0.963913292483485
70,0.015202455346860372,0.1278349783501689,0.9620532306629226,0.963913292483485
71,0.015085828907684704,0.12367216577602921,0.9626779670507841,0.963913292483485
72,0.01475081862482211,0.12128896544726976,0.9630264367143382,0.963913292483485
73,0.014087327237341216,0.12328978470303124,0.963242366162689,0.963913292483485
74,0.014071977674367206,0.12341062357892542,0.9638263070644821,0.963913292483485
75,0.013458513734840536,0.12588142614789802,0.9630033702968289,0.963913292483485
76,0.01311173873005771,0.12644431400840878,0.9633061183199471,0.963913292483485
77,0.013031963194574985,0.12633005474973888,0.9630984213315024,0.963913292483485
78,0.012600150529615167,0.12686094017910707,0.9633108743703881,0.963913292483485
79,0.01221045557720734,0.12802570371634714,0.963913292483485,0.963913292483485
