,train_losses,validation_losses,accuracies,best_accuracy
0,0.6805852318355717,0.4186303719733227,0.7425511271543208,0.7802987956056445
1,0.43240958592981266,0.3904821602057478,0.7588009180614765,0.7802987956056445
2,0.41795795059898616,0.3844199431183722,0.7595636231950197,0.7802987956056445
3,0.4130109574044662,0.3799108383772554,0.7635080707260753,0.7802987956056445
4,0.41026551472951905,0.3779538458454845,0.765969267610357,0.7802987956056445
5,0.4066430260435276,0.3752032575243918,0.764533415929767,0.7802987956056445
6,0.404498747217896,0.3753101285645221,0.7673539002714143,0.7802987956056445
7,0.4010701786105142,0.37422596075514225,0.7661078760467059,0.7802987956056445
8,0.39853600663863353,0.367895389374684,0.7678797439366777,0.7802987956056445
9,0.3944769367093204,0.36243420355818073,0.77168335016748,0.7802987956056445
10,0.3930790669473748,0.3622459254267861,0.772636163256002,0.7802987956056445
11,0.3903454906196332,0.3634858021474116,0.771513370533309,0.7802987956056445
12,0.38896698315497646,0.36256811239983255,0.7710577282327762,0.7802987956056445
13,0.3888535674917558,0.358570434196772,0.7746063443807877,0.7802987956056445
14,0.38713560099345357,0.35857856963189494,0.773769996148062,0.7802987956056445
15,0.38625052394963755,0.3587495562864813,0.7745504856230132,0.7802987956056445
16,0.38652605373812804,0.3565352009519845,0.7746522302142351,0.7802987956056445
17,0.3855354470087206,0.35392144582448937,0.777013331819195,0.7802987956056445
18,0.3854369570790993,0.3579838853125489,0.7752244107536052,0.7802987956056445
19,0.3849318245419616,0.35553529287764624,0.7764781495690801,0.7802987956056445
20,0.3848268192693548,0.35304294660376156,0.7768292084190898,0.7802987956056445
21,0.3839911443655704,0.35542023339824896,0.7755808128080043,0.7802987956056445
22,0.3834964803937515,0.3554267284772956,0.7752823528920096,0.7802987956056445
23,0.3838149654809119,0.35362088195645847,0.7770779314687613,0.7802987956056445
24,0.3831081713415155,0.35494430118784387,0.7759225777751191,0.7802987956056445
25,0.38304047005882264,0.35299273486706906,0.7760275132050867,0.7802987956056445
26,0.3827135360068336,0.3529051062843792,0.7784968378596457,0.7802987956056445
27,0.382684867484735,0.3519425823883007,0.777535617639025,0.7802987956056445
28,0.3818447209097936,0.35681562893366975,0.7742580160320943,0.7802987956056445
29,0.3824611886250167,0.3518473227993635,0.7770551954924559,0.7802987956056445
30,0.3813826394186538,0.3517335363265371,0.7769290716584613,0.7802987956056445
31,0.3812830435288669,0.353727831568778,0.7769480687770112,0.7802987956056445
32,0.3817937556563925,0.35381850828015865,0.7767290366407892,0.7802987956056445
33,0.38118203368507814,0.35124547927007277,0.7773923341774642,0.7802987956056445
34,0.3808369672424897,0.35534717471148447,0.7767867590970086,0.7802987956056445
35,0.3809626058291341,0.35080372030473533,0.7769408420725471,0.7802987956056445
36,0.380387809491408,0.35074692838689714,0.7771474908625493,0.7802987956056445
37,0.38000045736205823,0.35450085560635636,0.7771304480348209,0.7802987956056445
38,0.3801920400749913,0.35274995109410456,0.7769495226133311,0.7802987956056445
39,0.37973064908931903,0.35114898406847656,0.7762394535868284,0.7802987956056445
40,0.3797033390597868,0.35151772681107213,0.7769018646796643,0.7802987956056445
41,0.3797654862944088,0.35158043319682725,0.776695130127555,0.7802987956056445
42,0.37964241860084486,0.3513985107114437,0.7768801902915269,0.7802987956056445
43,0.37914927977847024,0.3534101265588604,0.7762130639737422,0.7802987956056445
44,0.37890498111375825,0.3520855230337837,0.7770491274521351,0.7802987956056445
45,0.3791315172035454,0.3490827629128241,0.779129130980448,0.7802987956056445
46,0.3787878926432756,0.3499827950644574,0.7780299742024722,0.7802987956056445
47,0.3789259905772887,0.3510617577239059,0.7767841080644917,0.7802987956056445
48,0.37892928034544604,0.35342075158595243,0.7772588973635759,0.7802987956056445
49,0.3788275304063345,0.350981660961131,0.7778709383157236,0.7802987956056445
50,0.37844433241230496,0.34947161030481033,0.7784762660019663,0.7802987956056445
51,0.3780181695346483,0.3503466615289105,0.7769714478893329,0.7802987956056445
52,0.37845797568200223,0.35241974826499645,0.7773603294373269,0.7802987956056445
53,0.37799383448319984,0.3508875365069931,0.7786924703700209,0.7802987956056445
54,0.37860823195244075,0.3477695574085392,0.77939139725353,0.7802987956056445
55,0.3778810361354929,0.3487071691236166,0.7790430614666586,0.7802987956056445
56,0.3774972172525303,0.3494214606052214,0.7778672335916194,0.7802987956056445
57,0.37786035235534865,0.3512365012735559,0.7769885797218353,0.7802987956056445
58,0.37780026312840614,0.35282069995457016,0.7778006335161947,0.7802987956056445
59,0.3773989023205246,0.3481734803015358,0.7791933227172744,0.7802987956056445
60,0.3774623179034112,0.347927999103383,0.7791766388276876,0.7802987956056445
61,0.3779479967375425,0.34825052765705167,0.7787150576511885,0.7802987956056445
62,0.3774731857098928,0.34695762994871227,0.7788554661831166,0.7802987956056445
63,0.377194900897647,0.34821747016994126,0.7790095787188429,0.7802987956056445
64,0.37717674423812214,0.35087448424709616,0.7783055051449467,0.7802987956056445
65,0.3773302083604927,0.3464540401895218,0.7802987956056445,0.7802987956056445
66,0.376878509836699,0.34756435486587667,0.7783962609559394,0.7802987956056445
67,0.37660922380979495,0.34794574048643256,0.7791375428658018,0.7802987956056445
68,0.377310921325919,0.34683890260049455,0.7801808544599905,0.7802987956056445
69,0.3767369008796451,0.34964684331998286,0.7783784056685342,0.7802987956056445
70,0.3766057879998659,0.3480004777702554,0.779230488506268,0.7802987956056445
71,0.3766081811005367,0.3471550056114367,0.7799027615717219,0.7802987956056445
72,0.37711020042843885,0.3471447295748072,0.7797501985912462,0.7802987956056445
73,0.3762710367908542,0.3468626495456495,0.7795034354543786,0.7802987956056445
74,0.3761679883140741,0.34800098357343867,0.7781486609369009,0.7802987956056445
75,0.3765934475426677,0.3496238171942817,0.7770819501522982,0.7802987956056445
76,0.37644363546105875,0.34816959128634206,0.7786865219654802,0.7802987956056445
77,0.37644451018990405,0.34960426649553317,0.7775267286762183,0.7802987956056445
78,0.37641725318569114,0.3466746817927537,0.7801169518401226,0.7802987956056445
79,0.37612628154844757,0.3463222945415582,0.7798801926018694,0.7802987956056445
